"title","locality","price","url","image"
"For sale apartment 3+kt 89 m²","Dřevčická, Brandýs nad Labem-Stará Boleslav - Brandýs nad Labem","7 870 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/brandys-nad-labem-stara-boleslav-brandys-nad-labem-drevcicka/1923332188","https://d18-a.sdn.cz/d_18/c_img_QP_Ki/1buDjN.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 4+kt 107 m²","Dřevčická, Brandýs nad Labem-Stará Boleslav - Brandýs nad Labem","10 140 000 CZK","https://sreality.cz/en/detail/sale/flat/4+kt/brandys-nad-labem-stara-boleslav-brandys-nad-labem-drevcicka/2650978396","https://d18-a.sdn.cz/d_18/c_img_gW_g/HXWKvd.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 34 m²","Dřevčická, Brandýs nad Labem-Stará Boleslav - Brandýs nad Labem","3 690 000 CZK","https://sreality.cz/en/detail/sale/flat/1+kt/brandys-nad-labem-stara-boleslav-brandys-nad-labem-drevcicka/2942482524","https://d18-a.sdn.cz/d_18/c_img_QM_KJ/BLJDmm.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 45 m²","Dřevčická, Brandýs nad Labem-Stará Boleslav - Brandýs nad Labem","4 440 000 CZK","https://sreality.cz/en/detail/sale/flat/1+kt/brandys-nad-labem-stara-boleslav-brandys-nad-labem-drevcicka/3447961692","https://d18-a.sdn.cz/d_18/c_img_QN_Jl/aWBDiw.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 4+kt 117 m²","Dřevčická, Brandýs nad Labem-Stará Boleslav - Brandýs nad Labem","10 250 000 CZK","https://sreality.cz/en/detail/sale/flat/4+kt/brandys-nad-labem-stara-boleslav-brandys-nad-labem-drevcicka/4096964700","https://d18-a.sdn.cz/d_18/c_img_QP_Ki/Fz4Dqt.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 55 m²","Dřevčická, Brandýs nad Labem-Stará Boleslav - Brandýs nad Labem","5 080 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/brandys-nad-labem-stara-boleslav-brandys-nad-labem-drevcicka/202160220","https://d18-a.sdn.cz/d_18/c_img_QO_KZ/E1tDOQ.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 63 m²","Dřevčická, Brandýs nad Labem-Stará Boleslav - Brandýs nad Labem","5 350 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/brandys-nad-labem-stara-boleslav-brandys-nad-labem-drevcicka/580827228","https://d18-a.sdn.cz/d_18/c_img_gQ_h/oASJyf.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 24 m²","Bratislavská, Brno - Zábrdovice","3 310 000 CZK","https://sreality.cz/en/detail/sale/flat/1+kt/brno-zabrdovice-bratislavska/2041792076","https://d18-a.sdn.cz/d_18/c_img_QL_J4/zpDOOx.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 42 m²","Bratislavská, Brno - Zábrdovice","5 560 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/brno-zabrdovice-bratislavska/2455914060","https://d18-a.sdn.cz/d_18/c_img_gT_p/rJkBfoC.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 59 m²","bratří Sapáků, Brno - Líšeň","6 515 500 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/brno-lisen-bratri-sapaku/3851789900","https://d18-a.sdn.cz/d_18/c_img_gU_o/5ILZZZ.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 82 m²","Kollárova, Brno - Královo Pole","10 980 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/brno-kralovo-pole-kollarova/6547548","https://d18-a.sdn.cz/d_18/c_img_gS_q/j7JBdwO.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 4+kt 89 m²","Kollárova, Brno - Královo Pole","10 650 000 CZK","https://sreality.cz/en/detail/sale/flat/4+kt/brno-kralovo-pole-kollarova/126658124","https://d18-a.sdn.cz/d_18/c_img_gV_s/8PdBdlJ.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 65 m²","bratří Sapáků, Brno - Líšeň","6 990 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/brno-lisen-bratri-sapaku/1569039948","https://d18-a.sdn.cz/d_18/c_img_QN_Jv/bZiOy5.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 4+kt 106 m²","Kollárova, Brno - Královo Pole","12 350 000 CZK","https://sreality.cz/en/detail/sale/flat/4+kt/brno-kralovo-pole-kollarova/2107435100","https://d18-a.sdn.cz/d_18/c_img_gT_s/ZE7Bd6Q.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 82 m²","Kollárova, Brno - Královo Pole","10 880 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/brno-kralovo-pole-kollarova/2628560460","https://d18-a.sdn.cz/d_18/c_img_gQ_q/lJIBd0B.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 89 m²","Kollárova, Brno - Královo Pole","10 570 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/brno-kralovo-pole-kollarova/3328436316","https://d18-a.sdn.cz/d_18/c_img_QN_Jy/aOBWYu.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 55 m²","bratří Sapáků, Brno - Líšeň","4 450 000 CZK","https://sreality.cz/en/detail/sale/flat/1+kt/brno-lisen-bratri-sapaku/4021659212","https://d18-a.sdn.cz/d_18/c_img_QM_KR/YUKO5d.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 37 m²","Ostružná, district Jeseník","Information about price at agency","https://sreality.cz/en/detail/sale/flat/1+kt/ostruzna--/3415446604","https://d18-a.sdn.cz/d_18/c_img_gX_q/pbX1dE.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 56 m²","Ostružná, district Jeseník","Information about price at agency","https://sreality.cz/en/detail/sale/flat/3+kt/ostruzna--/3701707852","https://d18-a.sdn.cz/d_18/c_img_gW_q/tdu1uz.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 73 m²","Ostružná, district Jeseník","Information about price at agency","https://sreality.cz/en/detail/sale/flat/2+kt/ostruzna--/4219704396","https://d18-a.sdn.cz/d_18/c_img_QN_Jw/aR4697.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 78 m²","Bratislavská, Brno - Zábrdovice","9 390 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/brno-zabrdovice-bratislavska/877807180","https://d18-a.sdn.cz/d_18/c_img_gY_o/i26BBTX.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 54 m²","Bratislavská, Brno - Zábrdovice","7 070 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/brno-zabrdovice-bratislavska/1047676492","https://d18-a.sdn.cz/d_18/c_img_QM_Kb/c6HyOv.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 92 m²","bratří Sapáků, Brno - Líšeň","8 565 500 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/brno-lisen-bratri-sapaku/3004421964","https://d18-a.sdn.cz/d_18/c_img_QJ_Jf/X4EO1n.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 72 m²","Příční, Brno - Zábrdovice","8 120 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/brno-zabrdovice-pricni/822744140","https://d18-a.sdn.cz/d_18/c_img_QN_J3/UFsO1T.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 38 m²","Žižkova, Brno - Veveří","Information about price at agency","https://sreality.cz/en/detail/sale/flat/1+kt/brno-veveri-zizkova/2434024524","https://d18-a.sdn.cz/d_18/c_img_QL_J5/cfGBygn.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 5+kt 168 m²","Žižkova, Brno - Veveří","Information about price at agency","https://sreality.cz/en/detail/sale/flat/5+kt/brno-veveri-zizkova/3236185164","https://d18-a.sdn.cz/d_18/c_img_QR_ME/mzBMnZ.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 4+kt 141 m²","Žižkova, Brno - Veveří","Information about price at agency","https://sreality.cz/en/detail/sale/flat/4+kt/brno-veveri-zizkova/3893642316","https://d18-a.sdn.cz/d_18/c_img_QK_Jo/y6rBIkU.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 65 m²","Žižkova, Brno - Veveří","Information about price at agency","https://sreality.cz/en/detail/sale/flat/2+kt/brno-veveri-zizkova/3981722700","https://d18-a.sdn.cz/d_18/c_img_QO_K2/OuYxmd.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 99 m²","Žižkova, Brno - Veveří","Information about price at agency","https://sreality.cz/en/detail/sale/flat/3+kt/brno-veveri-zizkova/4111746124","https://d18-a.sdn.cz/d_18/c_img_QJ_Jo/etSMiB.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 39 m²","Příční, Brno - Zábrdovice","4 250 000 CZK","https://sreality.cz/en/detail/sale/flat/1+kt/brno-zabrdovice-pricni/809112652","https://d18-a.sdn.cz/d_18/c_img_QO_K1/tRWqPa.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 50 m²","Příční, Brno - Zábrdovice","5 690 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/brno-zabrdovice-pricni/2033849420","https://d18-a.sdn.cz/d_18/c_img_QQ_Ld/k4GOw0.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 35 m²","Kolbenova, Praha 9 - Vysočany","4 858 133 CZK","https://sreality.cz/en/detail/sale/flat/1+kt/praha-vysocany-kolbenova/3817645388","https://d18-a.sdn.cz/d_18/c_img_QR_ME/CY0BuVJ.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 51 m²","Kolbenova, Praha 9 - Vysočany","7 098 728 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-vysocany-kolbenova/3968640332","https://d18-a.sdn.cz/d_18/c_img_QN_KA/4K7wwZ.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 4+kt 112 m²","Kolbenova, Praha 9 - Vysočany","14 463 555 CZK","https://sreality.cz/en/detail/sale/flat/4+kt/praha-vysocany-kolbenova/480068684","https://d18-a.sdn.cz/d_18/c_img_QL_J5/elVBHAj.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 53 m²","Kolbenova, Praha 9 - Vysočany","7 709 680 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-vysocany-kolbenova/1702892620","https://d18-a.sdn.cz/d_18/c_img_QI_Jf/Fqu5YV.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 87 m²","Kolbenova, Praha 9 - Vysočany","12 125 433 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-vysocany-kolbenova/2377950540","https://d18-a.sdn.cz/d_18/c_img_QM_Kd/rKvBulX.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 35 m²","Kolbenova, Praha 9 - Vysočany","4 736 105 CZK","https://sreality.cz/en/detail/sale/flat/1+kt/praha-vysocany-kolbenova/2878161996","https://d18-a.sdn.cz/d_18/c_img_QI_Jh/EDmBlW5.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 70 m²","Kolbenova, Praha 9 - Vysočany","10 003 338 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-vysocany-kolbenova/3347883340","https://d18-a.sdn.cz/d_18/c_img_QO_K3/ufQPt0.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 4+kt 111 m²","Kolbenova, Praha 9 - Vysočany","18 794 455 CZK","https://sreality.cz/en/detail/sale/flat/4+kt/praha-vysocany-kolbenova/4262266700","https://d18-a.sdn.cz/d_18/c_img_gQ_p/DnQBNdE.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+1 71 m²","Třinec - Oldřichovice, district Frýdek-Místek","2 600 000 CZK","https://sreality.cz/en/detail/sale/flat/3+1/trinec-oldrichovice-/3047331148","https://d18-a.sdn.cz/d_18/c_img_QL_J7/tzLDua.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 4+kt 170 m²","Klausova, Praha 5 - Stodůlky","17 500 000 CZK","https://sreality.cz/en/detail/sale/flat/4+kt/praha-stodulky-klausova/2242024780","https://d18-a.sdn.cz/d_18/c_img_QM_Kj/7gnCC7.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 4+1 86 m²","I. Olbrachta, Třebíč - Nové Dvory","4 823 000 CZK","https://sreality.cz/en/detail/sale/flat/4+1/trebic-nove-dvory-i--olbrachta/3939669324","https://d18-a.sdn.cz/d_18/c_img_QP_LF/IfpCp2.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+1 84 m²","Körnerova, Brno - Zábrdovice","6 290 000 CZK","https://sreality.cz/en/detail/sale/flat/2+1/brno-zabrdovice-kornerova/1435153740","https://d18-a.sdn.cz/d_18/c_img_QI_Jj/Aky8hR.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+1 60 m²","Chaloupeckého náměstí, Brno - Ponava","6 900 000 CZK","https://sreality.cz/en/detail/sale/flat/2+1/brno-ponava-chaloupeckeho-namesti/2731521356","https://d18-a.sdn.cz/d_18/c_img_QI_Jj/mda8gu.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+1 57 m²","náměstí 5. května, Čelákovice","4 100 000 CZK","https://sreality.cz/en/detail/sale/flat/2+1/celakovice-celakovice-namesti-5--kvetna/477803852","https://d18-a.sdn.cz/d_18/c_img_QJ_Jq/gqyBuUH.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 87 m²","Královka, Brno - Řečkovice","5 495 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/brno-reckovice-kralovka/4118598732","https://d18-a.sdn.cz/d_18/c_img_QP_LF/ivQCof.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 36 m² (Attic)","Praha 10 - Malešice","4 349 000 CZK","https://sreality.cz/en/detail/sale/flat/1+kt/praha-malesice-/1003656524","https://d18-a.sdn.cz/d_18/c_img_QP_LF/uhACp8.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+1 85 m²","Praha 2 - Vinohrady","11 299 900 CZK","https://sreality.cz/en/detail/sale/flat/3+1/praha-vinohrady-/951809100","https://d18-a.sdn.cz/d_18/c_img_QN_J4/oebGFQ.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+1 99 m²","Jindřišská, Pardubice - Zelené Předměstí","4 890 000 CZK","https://sreality.cz/en/detail/sale/flat/3+1/pardubice-zelene-predmesti-jindrisska/363873356","https://d18-a.sdn.cz/d_18/c_img_QP_K7/ZIoBsWv.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 57 m²","Švehlova, Praha 10 - Hostivař","4 990 000 CZK","https://sreality.cz/en/detail/sale/flat/1+kt/praha-hostivar-svehlova/2641929548","https://d18-a.sdn.cz/d_18/c_img_QI_Jk/xPPk8i.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 4+kt 105 m² (Mezonet)","Třebusice, district Kladno","6 930 000 CZK","https://sreality.cz/en/detail/sale/flat/4+kt/trebusice-trebusice-/1505289292","https://d18-a.sdn.cz/d_18/c_img_QJ_Jp/nVKBsRc.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 40 m²","Deštné v Orlických horách, district Rychnov nad Kněžnou","4 896 000 CZK","https://sreality.cz/en/detail/sale/flat/1+kt/destne-v-orlickych-horach-destne-v-orlickych-horach-/1203831884","https://d18-a.sdn.cz/d_18/c_img_QJ_Jq/XG7BoO6.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 67 m²","Premonstrátů, Chýně","6 750 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/chyne-chyne-premonstratu/1824420940","https://d18-a.sdn.cz/d_18/c_img_QI_Jj/9yEB5hU.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 73 m²","Na Hoblíku, Kladno - Švermov","7 465 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/kladno-svermov-na-hobliku/4280112204","https://d18-a.sdn.cz/d_18/c_img_QI_Jk/TkCCrU.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 56 m² (Mezonet)","Na Hoblíku, Kladno - Švermov","5 810 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/kladno-svermov-na-hobliku/471684172","https://d18-a.sdn.cz/d_18/c_img_QJ_Jp/5aEB70O.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 71 m²","Pechmanových, Praha 9 - Vysočany","9 464 400 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-vysocany-pechmanovych/1136506444","https://d18-a.sdn.cz/d_18/c_img_QJ_Jq/MmpBslz.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 35 m²","Pechmanových, Praha 9 - Vysočany","5 370 000 CZK","https://sreality.cz/en/detail/sale/flat/1+kt/praha-vysocany-pechmanovych/3651732556","https://d18-a.sdn.cz/d_18/c_img_QO_K4/ImMCD9.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 52 m²","Hábova, Praha - Stodůlky","7 424 889 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-stodulky-habova/2458035532","https://d18-a.sdn.cz/d_18/c_img_QI_Jk/Oj1BqEj.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"Auction apartment 2+kt 62 m²","Vídeňská, Brno","3 500 000 CZK","https://sreality.cz/en/detail/auction/flat/2+kt/brno--videnska/3100808524","https://d18-a.sdn.cz/d_18/c_img_QQ_Lj/WkxDWA.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+1 70 m²","Karvinská, Havířov - Město","2 500 000 CZK","https://sreality.cz/en/detail/sale/flat/3+1/havirov-mesto-karvinska/2295502156","https://d18-a.sdn.cz/d_18/c_img_QJ_Jq/vuuBtwQ.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+1 65 m²","Jungmannova, Český Brod","4 250 000 CZK","https://sreality.cz/en/detail/sale/flat/3+1/cesky-brod-cesky-brod-jungmannova/701666636","https://d18-a.sdn.cz/d_18/c_img_QQ_Lj/nMODSs.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 83 m²","U Homolky, Praha 5 - Motol","9 800 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-motol-u-homolky/1570673996","https://d18-a.sdn.cz/d_18/c_img_QJ_Jq/nxgpRi.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+1 57 m²","Osečná - Zábrdí, district Liberec","2 980 000 CZK","https://sreality.cz/en/detail/sale/flat/2+1/osecna-zabrdi-/3197932876","https://d18-a.sdn.cz/d_18/c_img_QJ_Jq/bj9Bbg0.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+1 74 m²","Na Kopci, Jihlava","4 305 000 CZK","https://sreality.cz/en/detail/sale/flat/3+1/jihlava-jihlava-na-kopci/1454019916","https://d18-a.sdn.cz/d_18/c_img_QI_Jj/f3vBl0O.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 22 m²","Podolská, Praha - Praha 4","3 690 000 CZK","https://sreality.cz/en/detail/sale/flat/1+kt/praha-praha-4-podolska/2580714828","https://d18-a.sdn.cz/d_18/c_img_QR_MH/107CjP.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 64 m²","Hálkova, Jihlava - Helenín","5 680 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/jihlava-helenin-halkova/2629473612","https://d18-a.sdn.cz/d_18/c_img_QJ_Jp/YjTBmi8.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+1 27 m²","Ludvíka Podéště, Ostrava - Poruba","1 790 000 CZK","https://sreality.cz/en/detail/sale/flat/1+1/ostrava-poruba-ludvika-podeste/2671351116","https://d18-a.sdn.cz/d_18/c_img_QI_Jj/tY1BrXu.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+1 52 m²","Kyjevská, Ostrava - Poruba","2 614 500 CZK","https://sreality.cz/en/detail/sale/flat/2+1/ostrava-poruba-kyjevska/4027159884","https://d18-a.sdn.cz/d_18/c_img_QI_Jj/FduBry6.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 56 m²","Vinařská, Beroun - Beroun-Město","5 850 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/beroun-beroun-mesto-vinarska/62502220","https://d18-a.sdn.cz/d_18/c_img_QI_Jk/qJqmBh.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 58 m²","Vinařská, Beroun - Beroun-Město","6 350 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/beroun-beroun-mesto-vinarska/2445915468","https://d18-a.sdn.cz/d_18/c_img_QJ_Jq/fqKlzR.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 233 m² (Mezonet)","Kobrova, Praha 5 - Smíchov","28 500 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-smichov-kobrova/248681804","https://d18-a.sdn.cz/d_18/c_img_QQ_Lj/PHpDSN.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 38 m²","Michelská, Praha 4 - Michle","6 300 000 CZK","https://sreality.cz/en/detail/sale/flat/1+kt/praha-michle-michelska/2804131148","https://d18-a.sdn.cz/d_18/c_img_QL_J7/IhjDJi.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+1 70 m²","Cíglerova, Praha 9 - Černý Most","6 690 000 CZK","https://sreality.cz/en/detail/sale/flat/3+1/praha-cerny-most-ciglerova/3339203660","https://d18-a.sdn.cz/d_18/c_img_QJ_Jh/gMsnch.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 4+kt 153 m²","Na pomezí, Praha 5 - Košíře","28 000 000 CZK","https://sreality.cz/en/detail/sale/flat/4+kt/praha-kosire-na-pomezi/476816716","https://d18-a.sdn.cz/d_18/c_img_QJ_Jp/u4RB8H1.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 79 m²","Fischerova, Olomouc - Nové Sady","5 990 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/olomouc-nove-sady-fischerova/714585420","https://d18-a.sdn.cz/d_18/c_img_QI_Jk/3fgbvI.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+1 71 m²","Boženy Němcové, Rožnov pod Radhoštěm","3 100 000 CZK","https://sreality.cz/en/detail/sale/flat/3+1/roznov-pod-radhostem-roznov-pod-radhostem-bozeny-nemcove/2631046476","https://d18-a.sdn.cz/d_18/c_img_QJ_Jq/3NHBtuj.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 65 m²","Levského, Praha 4 - Modřany","5 850 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-modrany-levskeho/2327094604","https://d18-a.sdn.cz/d_18/c_img_QI_Jk/3TpBvEV.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 71 m²","Vysoká, Plzeň","5 406 996 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/plzen--vysoka/746325580","https://d18-a.sdn.cz/d_18/c_img_QI_JX/H57rOQ.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 50 m²","Vysoká, Plzeň","4 103 247 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/plzen--vysoka/2541487692","https://d18-a.sdn.cz/d_18/c_img_QN_Jt/oPPNvw.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 71 m²","Vysoká, Plzeň","5 858 325 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/plzen--vysoka/2860254796","https://d18-a.sdn.cz/d_18/c_img_QN_Jt/BsgNxv.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 43 m²","Vysoká, Plzeň","3 612 792 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/plzen--vysoka/728499788","https://d18-a.sdn.cz/d_18/c_img_QM_KP/ADwrRA.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 29 m²","Vysoká, Plzeň","2 917 521 CZK","https://sreality.cz/en/detail/sale/flat/1+kt/plzen--vysoka/1668023884","https://d18-a.sdn.cz/d_18/c_img_QN_Jt/sxqNsI.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 1+kt 29 m²","Vysoká, Plzeň","2 879 967 CZK","https://sreality.cz/en/detail/sale/flat/1+kt/plzen--vysoka/2795308620","https://d18-a.sdn.cz/d_18/c_img_QP_Ko/4oerEJ.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 76 m² (Attic)","Příkrá, Děčín - Děčín II-Nové Město","3 690 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/decin-decin-ii-nove-mesto-prikra/304355148","https://d18-a.sdn.cz/d_18/c_img_QL_J6/IlHBcdT.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 59 m²","Brandýská, Praha - Čimice","7 990 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/praha-cimice-brandyska/447583564","https://d18-a.sdn.cz/d_18/c_img_QJ_Jq/LLk8lf.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 100 m²","Žitomírská, Praha 10 - Vršovice","10 990 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-vrsovice-zitomirska/1961792844","https://d18-a.sdn.cz/d_18/c_img_QI_Jk/2woovV.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 2+kt 60 m²","Na Náhonu, Beroun - Beroun-Město","4 990 000 CZK","https://sreality.cz/en/detail/sale/flat/2+kt/beroun-beroun-mesto-na-nahonu/136222028","https://d18-a.sdn.cz/d_18/c_img_QJ_Jq/buseKA.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
"For sale apartment 3+kt 66 m²","Šmeralova, Praha 7 - Bubeneč","8 790 000 CZK","https://sreality.cz/en/detail/sale/flat/3+kt/praha-bubenec-smeralova/314750284","https://d18-a.sdn.cz/d_18/c_img_QI_Jj/b1cOHJ.jpeg?fl=res,400,300,3|shr,,20|jpg,90"
